question,label
"¿Le corresponde la inscripción en el Régimen General, para el caso que transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se sobrepasó el límite de la categoría máxima?",si_no
¿Debo recategorizarme si aún no fui Monotributista por más de 12 meses?,si_no
¿Es obligatoria la recategorización?,si_no
¿Todos los monotributistas deben recategorizarse?,si_no
¿Tengo que pagar una sanción si me recategoricé mal?,si_no
Pasar de Monotributo a Monotributo del Régimen de Inclusión social y promoción del trabajo independiente ¿Es recategorizarse?,si_no
"Para el caso de modificación de la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa, ¿Es una recategorización?",si_no
"¿Es recategorización, si se altera la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa?",si_no
"¿Se considera recategorización, si se modifica la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa?",si_no
"En el caso de cambio de la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa, ¿Se considera recategorización?",si_no
"Si se tiene el caso de cambio de la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa, ¿Se tiene recategorización?",si_no
¿AFIP me puede recategorizar?,si_no
¿Recategorización de oficio significa que AFIP me recategoriza?,si_no
Si hice mal mi recategorización ¿Puede AFIP volver a recategorizarme?,si_no
¿En la recategorización de oficio se tienen en cuenta todos los parámentros por más que no correspondan a mi actividad?,si_no
¿Tengo acceso a las causales de la recategorización de oficio?,si_no
¿AFIP me informa cuáles fueron las causas que provocaron mi recategorización de oficio?,si_no
¿Puedo hacer un reclamo ante una recategorización de oficio?,si_no
¿Debo aceptar si o si la recategorización de oficio?,si_no
¿Existe el recurso de apelación para aplicar en una exclusión o recategorización de oficio?,si_no
"¿Puedo recurrir a algún recurso legal en caso de disconformidad con la exclusión del Monotributo o recategorización de oficio, luego de una fiscalización?",si_no
¿Es posible interponer un recurso contra las resoluciones de exclusión o recategorización de oficio resultado de una fiscalización?,si_no
"En caso  de resoluciones de exclusión o recategorización de oficio resultado de una fiscalización, ¿ Se puede interponer un recurso en su contra?",si_no
Para el caso de  resoluciones de exclusión o recategorización de oficio resultado de una fiscalización ¿Existe un recurso contra estas resoluciones?,si_no
¿Existe un recurso para presentar contra las resoluciones de exclusión o recategorización de oficio resultado de una fiscalización?,si_no
¿Habrá algún recurso para presentar contra las resoluciones de exclusión o recategorización de oficio resultado de una fiscalización?,si_no
¿Todas las personas pueden ser Monotributistas?,si_no
¿Sólo las personas humanas se pueden inscribir en el Monotributo?,si_no
¿Debo cumplir con ciertos requisitos para ser Monotributista?,si_no
¿Existen  actividades que no están contempladas del monotributo?,si_no
¿Puedo importar y ser Monotributista?,si_no
"¿Hay alguna limitación respecto de importar, siendo Monotributista?",si_no
¿Se puede adherir al Monotributo cuando se realizan importaciones?,si_no
¿Cuando se realizan importaciones es posible adherirse al Monotributo?,si_no
¿Se puede adherir al Monotributo cuando se lleven a cabo  importaciones?,si_no
"En caso de importaciones, ¿se puede incorporarse al Monotributo?",si_no
"En caso de importaciones, ¿se puede darse de alta al Monotributo?",si_no
¿Puedo exportar y ser Monotributista?,si_no
"¿Hay alguna limitación respecto de exportar, siendo Monotributista?",si_no
¿Se pueden llevar a cabo exportaciones siendo monotributista?,si_no
¿Es posible realizar exportaciones siendo monotributista?,si_no
¿Puede darse el caso que  un monotributista  realice exportaciones ?,si_no
¿Puede  un monotributista  llevar a cabo exportaciones ?,si_no
¿Puedo ser Monotributista por una actividad e IVA exento por otra?,si_no
¿Un sujeto IVA exento puede ser Monotributista?,si_no
¿Hay alguna limitación para que un sujeto IVA exento se inscriba en el Monotributo por una actividad diferente?,si_no
Una persona adherida al Monotributo por una actividad ¿puede realizar otra actividad bajo la condición de IVA Exento?,si_no
Un  monotributista inscripto por una actividad ¿puede realizar otra actividad bajo la condición de IVA Exento?,si_no
¿Es posible para un monotributista adherido por una actividad realizar otra actividad  bajo la condición de IVA Exento?,si_no
¿Puede un sujeto adherido al Monotributo por una actividad llevar a cabo otra actividad bajo la condición de IVA Exento?,si_no
¿Es permitido bajo la condición de IVA Exento que una persona adherida al Monotributo por una actividad realice otra actividad?,si_no
¿Tanto empleados como empleadores pueden ser Monotributistas?,si_no
"¿Hay alguna limitación respecto de ser Monotributista y a su vez, tener empleados a cargo?",si_no
Si soy Monotributista ¿Puedo ser solamente empleado o también empleador?,si_no
¿Es posible  ser empleador siendo monotributista?,si_no
¿Se puede dar el caso de ser  empleador siendo monotributista?,si_no
¿Puede un empleador ser monotributista?,si_no
¿Es posible  para un monotributista ser empleador ?,si_no
¿Puede un sujeto cumplir el rol de empleador  y   monotributista?,si_no
En caso de realizar una actividad por única vez ¿Debo inscribirme en el Monotributo?,si_no
¿Puedo ser Monotributista por un mes?,si_no
¿Las actividades por las que me inscriba en el Monotributo debo realizarlas frecuentemente?,si_no
¿Es posible adherirse al Monotributo en caso de realizarse una actividad por única vez?,si_no
¿Es posible adherirse al Monotributo en caso de realizarse una actividad por única vez y luego de un tiempo mínimo de permanencia realizar la baja del mismo?,si_no
"En el caso de una persona que realiza una actividad por única vez, ¿Se puede adherir al Monotributo?",si_no
"En el caso de una persona que realiza una actividad temporaria, ¿Es posible que se pueda adherirse al Monotributo?",si_no
¿Está permitido a una persona que realiza una actividad por única vez adherirse al Monotributo?,si_no
"Si se tiene el caso de una persona que realiza una actividad temporaria, ¿Está permitido que se pueda adherirse al Monotributo?",si_no
¿Puedo ser extranjero y Monotributista?,si_no
¿Debo tener nacionalidad argentina para darme de alta en el Monotributo?,si_no
"Una persona extranjera que realiza una actividad en nuestro país, ¿puede inscribirse como monotributista a través de su apoderado?",si_no
"Un sujeto residente en el exterior con actividad en nuestro país, ¿Se permite que su apoderado lo inscriba como monotributista?",si_no
"¿Es posible  que un extranjero, que lleva a cabo una actividad en Argentina, pueda inscribirse como monotributista por medio de su apoderado?",si_no
"Un extranjero que desarrolla una actividad en Argentina, ¿Se puede inscribirse como monotributista a través de su apoderado?",si_no
"¿Se permite que el apoderado de un extranjero, que lleva a cabo una actividad en nuestra nación, pueda inscribirlo como monotributista?",si_no
"¿Puedo ser empleado en relación de dependencia y a su vez, adherirme al monotributo por otra actividad?",si_no
Si soy Monotributista ¿Puedo iniciar una relación de dependencia?,si_no
¿Es excluyente ser monotributisa y empleado en relación de dependencia?,si_no
Si soy empleado en relación de dependencia ¿Mi actividad por la que me doy de alta en el monotributo debe estar relacionada?,si_no
"¿Es posible para un empleado en relación de dependencia, que se pueda adherir al monotributo por una actividad independiente?",si_no
"Para el caso de un trabajador en relación de dependencia y que realiza otra actividad independiente, ¿Se puede adherirse al monotributo?",si_no
"Si un empleado en relación de dependencia, lleva a cabo otra actividad independiente, ¿Es posible adherirse al monotributo?",si_no
¿Está permitido para el caso de un ciudadano en relación de dependencia adherirse al monotributo por una actividad independiente?,si_no
"¿Se puede adherirse al monotributo por una actividad independiente, a un trabajador en relación de dependencia?",si_no
¿Puedo ser Responsable Inscripto y Monotributista?,si_no
¿Es excluyente ser Responsable Inscripto y Monotributista?,si_no
Soy Responsable Inscripto ¿Me puedo dar de alta en el Monotributo?,si_no
"En el caso de una persona adherida al Monotributo por una actividad, ¿Puede realizar otra actividad bajo la condición de responsable inscripto?",si_no
¿Está permitido para una persona adherida al Monotributo por una actividad llevar a cabo otra actividad bajo la condición de responsable inscripto?,si_no
¿Puede una persona adherida al Monotributo por una actividad llevar a cabo otra actividad bajo la condición de responsable inscripto?,si_no
"Si se tiene el caso de una persona adherida al Monotributo por una actividad, ¿Está permitido que realice otra actividad bajo la condición de responsable inscripto?",si_no
¿Es posible para una persona adherida al Monotributo por una actividad que realice otra actividad bajo la condición de responsable inscripto?,si_no
Vendo autos usados ¿Puedo ser Monotributista?,si_no
¿Está excluido del Monotributo la venta de autos a nombre propio por cuenta de terceros?,si_no
"Para el caso de venta de autos usados a nombre propio por cuenta de terceros, ¿Se podrá optar por el Monotributo?",si_no
¿Se puede elegir por el monotributo en la caso de venta de autos usados a nombre propio por cuenta de terceros?,si_no
"Si se realiza una venta de autos usados a nombre propio por cuenta de terceros, ¿Se puede decidir por el Monotributo?",si_no
¿Se puede optar por el monotributo en el caso de venta de automóviles  usados a nombre propio por cuenta de terceros?,si_no
"Si se tiene una venta de automóviles  usados a nombre propio por cuenta de terceros, ¿ Es el Monotributo una opción válida?",si_no
"Abrí una industria, ¿puedo ser monotributista?",si_no
¿Me puedo aherir al monotributo si tengo una industria?,si_no
"Soy propietario de una industria, ¿ puedo ser monotributista?",si_no
"Tengo una industria, ¿me puedo adherir al monotributo?",si_no
¿Está permitido ser Monotributista si soy dueño de una industria?,si_no
Soy dueño de una industria ¿Existen restricciones para ser Monotributista?,si_no
"Estoy en una cooperativa, ¿me puedo adherir al monotributo?",si_no
¿Puedo ser monotributista si soy socio de cooperativa?,si_no
"Estoy asociado a una cooperativa, ¿puedo inscribirme en el monotributo?",si_no
¿Está permitido ser Monotributista si soy asociado de una Cooperativa de Trabajo?,si_no
¿Los miembros de una Cooperativa de Trabajo pueden inscribirse en el Monotributo?,si_no
¿Puedo inscribirme en el monotributo siendo síndico de una sociedad?,si_no
"Soy síndico de una sociedad, ¿puedo adherirme al monotributo?",si_no
¿Está permitido ser Monotributista si soy síndico de una sociedad?,si_no
¿Los síndicos de sociedades pueden inscribirse en el Monotributo?,si_no
¿Existe alguna limitación para ser Monotributista si soy síndico de una sociedad?,si_no
"Mi ingresos son derechos de autor, ¿puedo ser monotributista?",si_no
¿Me puedo adherir al monotributo si sólo recibo ingresos por derechos de autor?,si_no
"Quisiera ser monotributista pero sólo percibo derechos de autor, ¿puedo?",si_no
Mis ingresos son solamente por cobro de derecho de autor ¿Debo inscribirme en el Monotributo?,si_no
¿Está excluido del Monotributo la actividad de cobro por derecho de autor?,si_no
¿Más de 3 unidades de explotación quedan excluídas del monotributo?,si_no
"Si las parcelas tienen número diferentes pero están en el mismo partido, ¿quedan excluídas del monotributo?",si_no
En el caso de las parcelas ¿Cada una de ellas equivale a una unidad de explotación?,si_no
¿Las parcelas deben estar todas juntas para considerarse una sola unidad de explotación?,si_no
"En caso de corresponder, si soy monotributista, ¿Debo presentar la declaración jurada de Impuesto a los Bienes Personales?",si_no
¿Un Monotributista tiene que pagar Impuesto a los Bienes Personales?,si_no
¿Quedo excluído del monotributo si poseo más de tres actividades?,si_no
"Si tengo tres actividades, ¿quedo fuera del monotributo?",si_no
¿Cada sucursal es una fuente de ingreso?,si_no
¿Debo presentar la declaración jurada del impuesto a ganancias?,si_no
Si soy monotributista ¿Tengo que presentar la declaración jurada del impuesto a las ganancias?,si_no
¿Un monotributista debe pagar Impuesto a las Ganancias?,si_no
Si estoy inscripto en IVA ¿Puedo adherirme al monotributo?,si_no
¿Puedo optar por cambiar de responsable inscripto a monotributo?,si_no
¿Puedo cambiar de régimen IVA a Monotributo en cualquier momento?,si_no
Si soy Responsable Inscripto y me quiero pasar a Monotributo ¿Debo hacerlo en una fecha determinada?,si_no
"Soy monotributista y en la anualización he superado el máximo, ¿debo pasar a ser responsable inscripto?",si_no
Si soy monotributista y al anualizar mis ingresos supero el máximo de la última categoría ¿Debo pasar a ser responsable inscripto en IVA?,si_no
Como monotributista ¿Puedo realizar otra actividad bajo la condición de IVA exento?,si_no
"Siendo monotributista, ¿es posible tener una actividad bajo la condición IVA exento?",si_no
¿Puedo tener una actividad con iva exento si soy monotributista?,si_no
¿Puedo ser IVA exento por una actividad y Monotributista por otra?,si_no
"Siendo propietario y cediendo un inmueble, ¿puedo ser monotributista por el valor de alquiler a que se refiere el impuesto a las ganancias?",si_no
¿Es posible inscriibirme en el monotributo por el valor locativo  si he cedido mi inmueble?,si_no
"Ya he cedido el inmueble pero a un precio no especificado, ¿puedo ser monotributista por el precio locativo?",si_no
Si cedo un inmueble a un precio no determinado ¿Puedo adherir al monotributo por el valor locativo al que refiere el Impuesto a las Ganancias?,si_no
Ceder un inmueble a precio indeterminado ¿Se considera actividad para tener que inscribirme en el Monotributo?,si_no
¿Es posible la adhesión de los condominios al monotributo?,si_no
¿Los condominios pueden ser Monotributistas?,si_no
¿Hay restricciones en el Monotributo para los condominios?,si_no
¿Puedo pagar en efectivo? ,si_no
¿Estoy exceptuado de cumplir con las obligaciones de modo electrónico?,si_no
¿Debo hacer los pagos de forma electrónica?,si_no
¿Todos los Monotributistas pueden pagar en efectivo?,si_no
¿Puedo pagar en efectivo? ,si_no
¿Tengo que presentar alguna documentación para pagar en efectivo el Monotributo?,si_no
¿El mismo mes en que me doy de alta en el Monotributo debo pagarlo?,si_no
¿Se puede pagar vencido el monotributo?,si_no
¿Debo pagar intereses por abonar el Monotributo fuera de término?,si_no
¿Siempre vence el mismo día el Monotributo?,si_no
¿Vence el mismo día para todos los monotributistas?,si_no
¿Puedo adherirme al débito automático?,si_no
¿Puedo adherir mi tarjeta de crédito al débito automático desde el portal de AFIP?,si_no
"¿Si pago fuera de término, debo abonar intereses?",si_no
¿Me cobran intereses si pago fuera de término?,si_no
"¿Si me atraso en el pago, me cobrarán intereses?",si_no
¿El pago fuera de término genera intereses?,si_no
"Si no pagué el monotributo, ¿debo pagar intereses?",si_no
"¿Mi banco opera con Pago mis cuentas, link o interbanking?",si_no
¿Las cargas sociales de mis empleados se pagan a través de la web de AFIP?,si_no
¿Me van a devolver el componente impositivo?,si_no
¿Se puede elegir qué componentes pagar el monotributo?,si_no
¿Se puede abonar un componente excluyendo los demás?,si_no
¿Se puede abonar la  jubilación y excluir el pago de la obra social?,si_no
¿Se puede abonar la obra social y excluir el pago de la jubilación?,si_no
"¿Debo pagar jubilación y obra social, o puedo pagar sólo uno?",si_no
¿Se tienen que pagar los dos componentes previsionales?,si_no
¿Es posible pagar sólo jubilación y no obra social?,si_no
¿Puedo pagar sólo obra social y no pagar la jubilación?,si_no
¿Es obligatorio el pago de ambos componente previsionales?,si_no
¿Pago el impuesto integrado siendo socio de una cooperativa de trabajo?,si_no
¿Hay algún límite para las cooperativas de trabajo inscriptas en el Registro Nacional de Efectores de Desarrollo Local y Economía Social?,si_no
¿Hay algún tratamiento particular si la cooperativa fue inscrita en el registro?,si_no
"Ya se inscribió la cooperativa en el registro, ¿existe algún tratamiento particular?",si_no
"Una vez que se anota  la cooperativa en el registro nacional de efectores, ¿tendrá algún tratamiento especial?",si_no
¿Puedo imprimir la credencial de pago desde la web de AFIP?,si_no
¿Puedo reafectar pagos de más hechos anteriormente?,si_no
"El pago imputado por error, ¿Se puede reafectar?",si_no
¿Aparece toda la información en el servicio CCMA?,si_no
"Si tengo deudas, ¿Las puedo ver reflejadas en la página de AFIP?",si_no
Si pagué de más el Monotributo ¿Puedo hacer el reclamo?,si_no
¿Puedo ver los beneficios previsionales en el servicio CCMA?,si_no
"Los beneficios previsionales de la Ley 25.321, ¿se pueden ver en el CCMA?",si_no
"He aplicado a los beneficios previsionales de la Ley 25.321, ¿figuran en el servicio CCMA?",si_no
¿Es obligatorio un tipo de factura específico?,si_no
¿Puedo hacer facturas manuales?,si_no
¿Todos los Monotributistas están obligados a hacer factura electrónica?,si_no
¿La factura manual es optativa?,si_no
¿Puedo hacer facturas electrónicas?,si_no
¿Estoy obligado a emitir comprobante manual?,si_no
¿Es opcional emitir comprobante manual?,si_no
"La emisión del comprobante manual, ¿es opcional?",si_no
¿Debo exhibir alguna documentación en mi local? ,si_no
Si soy Monotributista ¿Debo mostrarlo en mi negocio?,si_no
¿Es lo mismo emitir cualquier tipo de comprobante?,si_no
¿Debo otorgar algún comprobante particular?,si_no
¿Tengo que dar algún comprobante específico?,si_no
¿Existe algún respaldo para cuando el controlador fiscal falla?,si_no
¿Las facturas de exportación son diferentes?,si_no
¿Mis operaciones deben estar registradas de alguna manera?,si_no
¿Debo llevar un registro de mis operaciones?,si_no
¿Es optativo llevar un control de las opraciones que realizo?,si_no
¿Debo registrar todas mis operaciones?,si_no
¿Es necesario que lleve un registro de todas las operaciones que hago?,si_no
¿Tengo que llevar cuenta de todos las facturas que emito o recibo?,si_no
¿Tengo que guardar los comprobantes que emito?,si_no
¿Es obligatorio conservar mis comprobantes?,si_no
¿Los remitos tienen alguna letra particular?,si_no
¿Los remitos son iguales a los otros tipos de comprobantes?,si_no
"Los remitos, ¿llevan una letra específica?",si_no
¿Hay monotribustistas que no están obligados a emitir facturas electrónicas?,si_no
¿Todos los monotributistas deben hacer comprobantes?,si_no
¿Estoy exceptuado de emitir factura electrónica?,si_no
¿No tengo obligación de hacer la factura electrónica?,si_no
¿Estoy obligado a proveer facturas electrónicamente?,si_no
¿Debo emitir todos mis comprobantes en forma electrónica?,si_no
¿Todos los tipos de comprobantes deben emitirse electrónicamente?,si_no
¿Hay algún tipo de factura que puede no hacerse electrónicamente?,si_no
"¿Todos los comprobantes ""C"" deben hacerse electrónicamente?",si_no
¿Es obligatorio que emita el comprobante electrónico con esa operación?,si_no
¿Son diferentes las facturas hechas por los adheridos al régimen de inclusión social y promoción del trabajo independiente?,si_no
¿Son diferentes las facturas hechas por efectores sociales?,si_no
El monotributista social ¿Realiza una factura diferente?,si_no
¿Debo pagar una multa si no muestro la documentación en mi local?,si_no
¿Hay alguna sanción por no exhibir el comprobante en el local?,si_no
¿Me pueden sancionar por no mostrar el comprobante?,si_no
¿Me pueden sancionar si no tengo a la vista el comprobante de monotributista?,si_no
¿Sancionan por no exhibir el comprobante?,si_no
¿Podría ser motivo de multa si no tengo a la vista el comprobante?,si_no
¿Debo pagar una multa si no tengo la documentación respaldatoria?,si_no
¿Hay alguna sanción por no tener las facturas de respaldo?,si_no
¿Me pueden sancionar por no guardar las facturas de respaldo de mis operaciones?,si_no
¿Sancionan por no guardar los comprobantes de las operaciones que realicé?,si_no
¿Podría ser motivo de multa el no tener los comprobantes de las operaciones?,si_no
¿Debo pagar una multa si no emití la documentación respaldatoria de mis operaciones?,si_no
¿Hay alguna sanción por no tener las facturas de respaldo?,si_no
¿Me pueden sancionar por no guardar las facturas de respaldo de mis operaciones?,si_no
¿Sancionan por no guardar los comprobantes de las operaciones que realicé?,si_no
¿Podría ser motivo de multa el no tener los comprobantes de las operaciones?,si_no
"Si se deja de ejercer la actividad pero dentro de unos meses se volverá a trabajar en la misma, ¿se puede mantener la inscripción en forma suspendida hasta tanto vuelva a tener actividad?",si_no
"Si se realiza la baja del Monotributo por cese de actividad, ¿se puede volver a adherir en cualquier momento?",si_no
"De producirse la baja automática en el Monotributo, ¿se puede realizar la adhesión nuevamente?",si_no
"Un monotributista que adquiere el carácter de responsable inscripto en el IVA, ¿puede computar el crédito de sus existencias al momento del cambio de su condición?",si_no
¿Es posible realizar una baja retroactiva en el Monotributo?,si_no
¿Existe una cantidad máxima de empleados por categoría?,si_no
"A los efectos de determinar los alquileres devengados, ¿se debe tener en cuenta los gastos correspondientes a gas, luz, y teléfono?",si_no
"Una persona que realiza una actividad independiente por la que reviste la condición de Monotributista y a su vez ejerce la dirección, administración o conducción de sociedades no comprendidas en el Régimen Simplificado o comprendidas y no adheridas al mismo, ¿Debe aportar al régimen de autónomos y simultáneamente las cotizaciones previsionales del Monotributo?",si_no
"En caso de brindar servicios de carpintería que implica fabricar un bien mueble, pero no en serie. ¿Debe categorizarse como venta de cosa mueble?",si_no
"Siendo monotributista, ¿puedo realizar importaciones?",si_no
¿A los monotributistas se les aplica la alícuota diferencial del 27% de IVA en las facturas de servicios públicos?,si_no
"Ante el cambio de condición de responsable inscripto a monotributista, ¿se deben prorratear las deducciones personales por cargas de familia a los efectos de generar la declaración jurada del Impuesto a las Ganancias?",si_no
"Un comerciante responsable inscripto en IVA que está en condiciones de optar por el Monotributo, ¿debe reintegrar el crédito fiscal de las existencias de los bienes?",si_no
¿Es personal el trámite de generación de CUIT?,si_no
¿Las sociedades pueden adherirse al monotributo?,si_no
Un sujeto adherido al Monotributo por una actividad ¿puede realizar otra actividad bajo la condición de IVA Exento?,si_no
¿Una persona humana puede ser monotributista si obtiene ingresos provenientes de la locación de inmuebles situados en el exterior?,si_no
"Si transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?",si_no
Si modifica la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa ¿se considera recategorización?,si_no
¿Se puede interponer un recurso contra las resoluciones de exclusión o recategorización de oficio resultado de una fiscalización?,si_no
En caso de realizar importaciones ¿se puede adherir al Monotributo?,si_no
¿Se pueden realizar exportaciones siendo monotributista?,si_no
Un sujeto adherido al Monotributo por una actividad ¿puede realizar otra actividad bajo la condición de IVA Exento?,si_no
¿Se puede ser empleador siendo monotributista?,si_no
¿Se puede realizar la adhesión al Monotributo en caso de llevarse a cabo una actividad por única vez? ¿Se debe cumplir un tiempo mínimo de permanencia antes de realizar la baja del mismo?,si_no
"Una persona humana residente en el exterior que realiza una actividad en nuestro país, ¿puede inscribirse a través de su apoderado en nuestro país como monotributista?",si_no
Si un ciudadano trabaja relación de dependencia ¿se puede adherir al monotributo por una actividad independiente?,si_no
"Una persona humana adherida al Monotributo por una actividad, ¿puede realizar otra actividad bajo la condición de responsable inscripto?",si_no
"En los casos de venta de automóviles usados a nombre propio por cuenta de terceros, ¿Se podrá optar por el Monotributo?",si_no
"El propietario de una industria, ¿se puede adherir al Monotributo?",si_no
"El asociado a una cooperativa de trabajo, ¿se puede adherir al monotributo?",si_no
"El síndico de una sociedad, ¿se puede adherir al monotributo por dicha actividad?",si_no
¿Se puede ser monotributista si se obtiene unicamente ingresos por cobro de derechos de autor?,si_no
"En caso de arrendar 5 parcelas (las mismas tienen asignados números de partidas diferentes aunque se encuentran ubicadas en el mismo partido), a los fines de la exclusión en el Monotributo, ¿se consideran más de tres unidades de explotación?",si_no
"Un monotributista que tiene un local y desea abrir otro en el que realice tres actividades, ¿Puede permanecer en el Monotributo?",si_no
"Un monotributista que tiene un local y desea abrir otro en el que realice tres actividades, ¿Puede quedar excluido por exceder las tres actividades?",si_no
"Un contribuyente que reviste la condición de responsable inscripto en IVA y está en condiciones de adherir por el Monotributo, ¿Puede optar por cambiar de régimen en cualquier momento?",si_no
Un sujeto adherido al Monotributo por una actividad ¿puede realizar otra actividad bajo la condición de IVA Exento?,si_no
"Un propietario que cede un inmueble a precio no determinado, ¿puede adherirse al Monotributo por el valor locativo a que refiere el Impuesto a las Ganancias?",si_no
"El pago de la obligación mensual realizado fuera de término, ¿genera intereses?",si_no
"Respecto del componente previsional (jubilación y obra social), ¿se puede abonar solo uno de dichos conceptos y excluir del pago el otro?",si_no
Si aplico los beneficios previsionales establecidos en la Ley 25.321 ¿puedo visualizar los mismos en el servicio CCMA?,si_no
¿Estoy obligado a registrar mis operaciones?,si_no
¿Cuánto tengo que pagar de Monotributo?,referencia
¿Se paga diferente importe de acuerdo a la categoría de Monotributo?,referencia
¿Cuál es el importe que debo pagar según mi categoría?,referencia
"De acuerdo a mi categoría, ¿cuánto pago?",referencia
¿Qué cantidad debo abonar por el monotributo?,referencia
¿Difiere el importe del monotributo de acuerdo a la categoría?,referencia
¿La cantidad a abonar es conforme a la categoría del monotributo?,referencia
¿De dónde puedo sacar la credencial de pago?,referencia
¿Dónde puedo obtener el CUR?,referencia
"Para dar de baja a una persona de mi obra social, ¿a dónde debo dirigirme?",referencia
¿Cómo puedo saber si estoy incumpliendo con algún o algunos requisistos del Monotributo?,referencia
¿Dónde puedo ver mis inconsistencias en el Monotributo?,referencia
¿En qué lugar se podrá consultar el monotributista si tiene inconsistencias?,referencia
¿Dónde podrá consultar el monotributista si tiene datos inconsistentes ?,referencia
¿Dónde se podrá consultar el monotributista si tiene datos erróneos?,referencia
¿En qué sitio podrá consultar el monotributista si tiene inconsistencias?,referencia
¿En qué sitio podrá consultar el monotributista si tiene  datos inconsistentes?,referencia
¿Dónde veo los motivos por los cuales se me recategorizó de oficio?,referencia
¿En qué lugar se podrán consultar los motivos de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
¿Está disponible un sitio donde se pueda buscar sobre los motivos de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
¿En qué sitio se puede buscar sobre los motivos de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
¿Existe un lugar donde se pueda consultar las razones de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
¿Es posible encontrar un lugar donde se pueda consultar las razones de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
¿Desde dónde pago el Monotributo?,referencia
¿Dónde encuentro el listado de bancos que cobran el VEP?,referencia
¿Dónde obtengo la credencial de pago?,referencia
¿Dónde puedo reclamar una diferencia existente en el sistema?,referencia
¿Qué comprobante debo tener a la vista en mi local?,referencia
¿Qué documentación respaldatoria debo mostrar en mi negocio?,referencia
¿Qué documentos avalan mi condición de monotributista?,referencia
¿Qué formulario debo exhibir en mi local?,referencia
¿Cuáles son los comprobantes que debo emitir?,referencia
¿Qué tipos de comprobantes puedo hacer?,referencia
¿Qué letras de comprobantes puede hacer un Monotributista?,referencia
¿Qué tipo de comprobante tengo que dar?,referencia
¿Qué clase de comprobante emito?,referencia
¿Qué comprobante es válido de emitir?,referencia
Los comprobantes de exportación ¿Tienen alguna letra específica?,referencia
¿Qué letra tienen los comprobantes de exportación?,referencia
¿Cuál es la denominación del comprobante de exportación?,referencia
¿Qué letra llevan los comprobantes de exportación?,referencia
"Las facturas de exportación, ¿llevan una letra específica?",referencia
¿Qué tipo llevan las facturas de exportación?,referencia
¿Todos los comprobantes deben tener código de barras?,referencia
¿El código de barras es para todos los tipos de comprobantes?,referencia
¿Cuáles son los comprobantes que deben llevar código de barra?,referencia
¿Qué tipo de factura lleva el código de barra?,referencia
¿Qué letra tienen los comprobantes que incluyen código de barra?,referencia
¿Qué tipo de comprobante necesita un código de barra?,referencia
¿Los comprobantes de qué tipo contienen código de barra?,referencia
¿Dónde informo todos los comprobantes que emito?,referencia
¿Dónde informo el registo de todos mis comprobantes?,referencia
¿Qué letra tienen los remitos?,referencia
¿Cuál es la denominación del remito?,referencia
¿Qué letra llevan los comprobantes tipo remito?,referencia
¿Qué tipo llevan los remitos?,referencia
¿Qué comprobantes hay que emitir electrónicamente?,referencia
¿Qué comprobantes debo emitir electrónicamente?,referencia
¿Qué comprobantes debo emitir si o si de manera electrónica?,referencia
¿Cuáles comprobantes son obligatorios de presentar de forma electrónica?,referencia
¿Cuáles son los comprobantes que tengo obligación de emitir electrónicamente?,referencia
¿Cuáles son los comprobantes que tengo que presentar obligatoriamente de forma electrónica?,referencia
¿Qué tipo de comprobantes pueden hacer los Monotributistas del régimen de inclusión social y promoción del trabajo independiente?,referencia
"Si estoy inscrito en el régimen de inclusión social y promoción del trabajo independiente, ¿Qué clase de factura emito?",referencia
¿Cuál es el tipo de factura que debo emitir si estoy en el régimen de inclusión social y promoción del trabajo?,referencia
¿Qué clase de factura emito estando en el régimen de inclusión social?,referencia
"Me encuentro adherido al régimen de inclusión social y promoción del trabajo independiente, ¿Qué tipo de factura debo confeccionar?",referencia
"Al estar inscrito en el régimen de inclusión social y promoción del trabajo independiente, ¿Qué clase de factura hago?",referencia
"¿Qué tipo de comprobantes pueden hacer los Monotributistas del tipo ""efector social""?",referencia
"Si estoy inscrito como efector social, ¿Qué clase de factura emito?",referencia
¿Cuál es el tipo de factura que debo emitir si soy monotributista efector social?,referencia
¿Qué clase de factura emito estando en el régimen de efector social?,referencia
"Me encuentro inscripto como monotributista bajo la condición efector social, ¿Qué tipo de factura debo confeccionar?",referencia
"Al estar inscrito como monotributista bajo la condición efector social, ¿Qué clase de factura hago?",referencia
